pg,1.4
pg,2.99
pg,3.57
pg,3.19
pg,2.62
pg,2.18
pg,1.44
pg,0.0
pg,2.45
pg,1.79
pg,1.85
pg,2.35
pg,3.06
pg,0.0
pg,3.74
pg,3.04
pg,2.14
pg,2.07
pg,0.0
pg,3.4
pg,2.68
pg,2.21
pg,2.19
pg,2.15
pg,0.0
pg,3.62
pg,0.0
pg,2.28
pg,3.6
pg,3.62
pg,3.01
pg,2.75
pg,1.58
pg,3.65
pg,2.82
pg,1.71
pg,2.85
pg,0.0
pg,3.58
pg,2.49
pg,2.98
pg,0.0
pg,2.33
pg,1.96
pg,3.08
pg,2.42
pg,0.0
pg,2.72
pg,2.66
pg,2.67
pg,2.84
pg,1.83
pg,3.08
pg,2.19
pg,3.41
pg,3.26
pg,2.99
pg,3.93
pg,1.73
pg,1.89
pg,1.59
pg,1.68
pg,1.73
pg,1.72
pg,2.58
pg,3.14
pg,1.66
pg,2.17
pg,3.4
pg,2.78
pg,3.96
pg,2.99
pg,3.46
pg,1.43
pg,3.23
pg,1.48
pg,2.77
pg,1.94
pg,2.07
pg,3.05
pg,2.46
pg,1.54
pg,1.54
pg,3.34
pg,2.82
manager,penalty
pg,0.01
pg,4.37
pg,2.32
pg,0.0
pg,3.46
pg,2.54
pg,0.0
neo,1.49
pg,0.0
pg,3.75
pg,3.92
neo,8.73
pg,2.98
pg,0.0
neo,2.87
pg,2.51
neo,0.07
pg,0.0
pg,2.01
pg,4.17
neo,8.55
pg,3.73
neo,2.44
neo,0.02
pg,4.08
neo,0.02
pg,3.07
pg,3.88
pg,0.0
pg,1.62
pg,3.13
pg,0.0
pg,3.73
pg,2.66
pg,2.66
neo,0.02
pg,3.44
manager,penalty
pg,3.41
pg,2.23
pg,0.0
pg,3.56
pg,2.29
pg,0.0
pg,0.0
pg,3.52
neo,12.07
pg,3.77
neo,3.24
pg,2.81
neo,0.21
pg,0.0
pg,2.52
pg,0.0
pg,1.99
neo,8.72
pg,3.84
neo,2.34
neo,0.06
pg,3.37
neo,0.02
pg,3.97
pg,3.05
pg,3.78
neo,8.85
pg,0.0
pg,1.57
pg,3.0
pg,0.0
pg,3.44
neo,10.88
pg,2.27
pg,2.43
neo,5.94
neo,0.02
pg,3.2
pg,0.0
neo,3.82
pg,3.02
neo,0.02
pg,3.32
neo,1.32
pg,0.0
pg,1.61
pg,3.26
pg,3.08
neo,10.78
pg,0.0
pg,0.0
pg,2.7
pg,2.21
neo,8.93
pg,2.15
pg,0.0
pg,1.63
pg,3.35
pg,3.96
neo,11.47
pg,3.46
pg,3.01
neo,7.16
pg,2.62
pg,1.89
pg,0.0
pg,2.81
neo,10.94
pg,1.81
neo,0.02
neo,0.09
pg,1.89
pg,2.39
pg,3.12
neo,6.77
pg,0.0
neo,0.02
pg,3.74
pg,3.26
pg,2.43
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
manager,penalty
pg,0.02
manager,penalty
pg,0.13
neo,1.51
pg,0.13
pg,0.24
neo,1.33
pg,0.24
neo,0.14
pg,0.13
neo,0.23
pg,0.01
neo,0.23
pg,0.12
neo,0.14
pg,0.01
neo,0.09
pg,0.21
neo,0.11
manager,penalty
pg,0.17
neo,0.06
pg,0.01
neo,0.2
pg,0.18
neo,0.15
pg,0.15
neo,0.09
pg,0.22
neo,0.17
pg,0.19
neo,0.14
pg,0.12
neo,0.24
pg,0.1
neo,0.18
pg,0.09
neo,0.13
pg,0.01
neo,0.08
manager,penalty
pg,0.19
neo,0.09
pg,0.17
neo,0.07
pg,0.01
neo,0.17
pg,0.17
neo,0.16
pg,0.05
neo,0.06
pg,0.22
neo,0.15
pg,0.11
neo,0.04
pg,0.08
neo,0.2
pg,0.22
neo,0.1
pg,0.01
